hostname,st_teff,st_met,st_mass,st_rad,sy_dist,disc_year,discoverymethod,mission,sy_dist_ly,st_mass_kg,st_rad_m,planet_count,metallicity_class,spectral_type,last_updated
Kepler-1192,5438.0,-0.16,0.86,0.83,1304.19,2016,Transit,Kepler,4253.6939364,1.7101099999999998e+30,577431000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-214,6169.0,-0.02,1.11,1.352,1208.44,2014,Transit,Kepler,3941.3995664,2.207235e+30,940586400.0000001,2,sub-solar,F,2025-10-29 17:25:48
Kepler-1297,5818.0,-0.04,0.99,0.99,1439.47,2016,Transit,Kepler,4694.9177732,1.968615e+30,688743000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1354,6168.0,0.03,1.16,1.24,1119.45,2016,Transit,Kepler,3651.153342,2.30666e+30,862668000.0,1,solar,F,2025-10-29 17:25:48
Kepler-319,5526.0,0.06,0.933,0.903,503.436,2014,Transit,Kepler,1641.9867201599998,1.8552705e+30,628217100.0,3,solar,G,2025-10-29 17:25:48
Kepler-1427,5793.0,0.06,1.01,1.01,1220.0,2016,Transit,Kepler,3979.1031999999996,2.008385e+30,702657000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1959,5071.0,-0.02,0.768,0.811,479.263,2021,Transit,Kepler,1563.14503028,1.527168e+30,564212700.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1897,5165.0,0.02,0.859,0.761,983.174,2021,Transit,Kepler,3206.6809914399996,1.7081215e+30,529427700.0,1,solar,K,2025-10-29 17:25:48
Kepler-1264,5791.0,-0.02,0.99,0.98,801.993,2016,Transit,Kepler,2615.74828908,1.968615e+30,681786000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-452,5757.0,0.21,1.037,1.11,551.727,2015,Transit,Kepler,1799.49071412,2.0620744999999998e+30,772227000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-553,5191.0,0.152,0.889,0.902,728.525,2016,Transit,Kepler,2376.127999,1.7677765e+30,627521400.0,2,solar,K,2025-10-29 17:25:48
Kepler-259,5938.0,-0.09,0.867,0.898,1002.14,2014,Transit,Kepler,3268.5397384,1.7240295e+30,624738600.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-1869,5808.0,-0.06,0.987,0.902,113.025,2023,Transit,Kepler,368.637819,1.9626495e+30,627521400.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-240,4985.0,0.41,0.868,0.739,746.927,2014,Transit,Kepler,2436.1472261199997,1.726018e+30,514122300.0,2,solar,K,2025-10-29 17:25:48
Kepler-1955,5825.0,0.14,1.049,1.291,449.351,2021,Transit,Kepler,1465.58524756,2.0859365e+30,898148700.0,1,solar,G,2025-10-29 17:25:48
Kepler-537,5763.0,0.23,1.07,0.99,439.4,2016,Transit,Kepler,1433.1294639999999,2.127695e+30,688743000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1968,5008.0,0.18,0.844,0.788,750.93,2021,Transit,Kepler,2449.2032507999998,1.678294e+30,548211600.0,1,solar,K,2025-10-29 17:25:48
Kepler-322,5388.0,0.12,0.908,0.89,400.48,2014,Transit,Kepler,1306.1895488,1.805558e+30,619173000.0,2,solar,G,2025-10-29 17:25:48
Kepler-601,5160.0,-0.02,0.85,0.79,414.825,2016,Transit,Kepler,1352.9766269999998,1.6902249999999998e+30,549603000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1684,4706.54,0.1267,0.75,0.666755,621.996,2020,Transit,Kepler,2028.6772737599997,1.491375e+30,463861453.5,1,solar,K,2025-10-29 17:25:48
Kepler-781,5162.0,-0.1,0.81,0.78,1064.47,2016,Transit,Kepler,3471.8327732,1.610685e+30,542646000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-171,5642.0,0.17,0.978,0.839,863.855,2014,Transit,Kepler,2817.5149137999997,1.9447529999999998e+30,583692300.0,3,solar,G,2025-10-29 17:25:48
Kepler-1021,5431.0,-0.05,0.89,0.86,810.082,2016,Transit,Kepler,2642.1310479199997,1.769765e+30,598302000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1399,5735.0,-0.03,0.97,0.96,1385.7,2016,Transit,Kepler,4519.543692,1.928845e+30,667872000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1550,5991.0,0.01,1.07,1.11,1179.01,2016,Transit,Kepler,3845.4118556,2.127695e+30,772227000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-414,5536.0,0.18,0.89,0.946,413.46,2014,Transit Timing Variations,Kepler,1348.5245975999999,1.769765e+30,658132200.0,2,solar,G,2025-10-29 17:25:48
Kepler-743,5486.0,0.01,0.94,0.85,278.987,2016,Transit,Kepler,909.9328397200001,1.86919e+30,591345000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1952,5973.0,-0.34,0.922,1.305,852.062,2021,Transit,Kepler,2779.0513367199997,1.833397e+30,907888500.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-545,5882.0,0.03,1.04,1.07,818.001,2016,Transit,Kepler,2667.9593415599998,2.06804e+30,744399000.0,1,solar,G,2025-10-29 17:25:48
Kepler-916,5248.0,-0.05,0.85,0.81,830.712,2016,Transit,Kepler,2709.4170307199997,1.6902249999999998e+30,563517000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-20,5495.0,0.07,0.929,0.9164,282.563,2011,Transit,Kepler,921.5961782799999,1.8473165e+30,637539480.0,5,solar,G,2025-10-29 17:25:48
Kepler-1633,6256.0,0.02,1.2,1.32,1114.91,2016,Transit,Kepler,3636.3458596,2.3862e+30,918324000.0,1,solar,F,2025-10-29 17:25:48
Kepler-242,5020.0,-0.02,0.748,0.85,600.241,2014,Transit,Kepler,1957.7220359599999,1.487398e+30,591345000.0,2,sub-solar,K,2025-10-29 17:25:48
Kepler-399,5502.0,0.14,0.902,0.68,740.537,2014,Transit,Kepler,2415.30585772,1.793627e+30,473076000.00000006,3,solar,G,2025-10-29 17:25:48
Kepler-845,4913.0,0.01,0.79,0.75,431.051,2016,Transit,Kepler,1405.8986995599998,1.570915e+30,521775000.0,1,solar,K,2025-10-29 17:25:48
Kepler-1919,5513.0,-0.16,0.868,0.818,1177.53,2021,Transit,Kepler,3840.5847467999997,1.726018e+30,569082600.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1130,5403.0,-0.06,0.9,0.81,249.343,2016,Transit,Kepler,813.2471550799999,1.7896500000000001e+30,563517000.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-1367,4106.0,-0.06,0.62,0.6,401.484,2016,Transit,Kepler,1309.46415504,1.23287e+30,417420000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1716,4894.0,-0.24,0.753,0.684,195.439,2021,Transit,Kepler,637.43602484,1.4973405e+30,475858800.00000006,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1038,5159.0,0.16,0.868,0.821,584.136,2021,Transit,Kepler,1905.1946121599997,1.726018e+30,571169700.0,2,solar,K,2025-10-29 17:25:48
Kepler-1878,5918.0,-0.26,0.956,0.865,1494.3,2021,Transit,Kepler,4873.749108,1.901006e+30,601780500.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1020,5227.0,0.0,0.87,0.8,415.358,2016,Transit,Kepler,1354.71503848,1.7299949999999998e+30,556560000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-682,5559.0,-0.05,0.92,0.89,1979.25,2016,Transit,Kepler,6455.44263,1.8294200000000002e+30,619173000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1447,5722.0,-0.03,0.97,0.95,890.296,2016,Transit,Kepler,2903.75382176,1.928845e+30,660915000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-915,6173.0,0.08,1.21,1.38,849.036,2016,Transit,Kepler,2769.18185616,2.406085e+30,960065999.9999999,1,solar,F,2025-10-29 17:25:48
Kepler-597,5683.0,-0.01,0.97,0.95,663.418,2016,Transit,Kepler,2163.77761208,1.928845e+30,660915000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1857,6074.0,-0.54,0.873,1.005,853.275,2021,Transit,Kepler,2783.007609,1.7359605e+30,699178499.9999999,1,low,F,2025-10-29 17:25:48
Kepler-342,6175.0,-0.0006,1.213,1.472,781.611,2014,Transit,Kepler,2549.2711731599998,2.4120505e+30,1024070400.0,4,sub-solar,F,2025-10-29 17:25:48
Kepler-1251,5545.0,-0.04,0.92,0.89,902.204,2016,Transit,Kepler,2942.5924782399998,1.8294200000000002e+30,619173000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-910,6230.0,0.12,1.26,1.5,400.289,2016,Transit,Kepler,1305.56659084,2.50551e+30,1043550000.0,1,solar,F,2025-10-29 17:25:48
KOI-94,6182.0,0.0228,1.277,1.52,477.052,2013,Transit,Kepler,1555.93372112,2.5393145e+30,1057464000.0,4,solar,F,2025-10-29 17:25:48
Kepler-374,5977.0,0.1111,1.033,0.911,1265.61,2014,Transit,Kepler,4127.862951599999,2.0541205e+30,633782700.0,3,solar,G,2025-10-29 17:25:48
Kepler-1870,5508.0,0.07,0.955,0.84,407.216,2021,Transit,Kepler,1328.15941696,1.8990175e+30,584388000.0,1,solar,G,2025-10-29 17:25:48
Kepler-258,4942.0,0.3031,0.82,0.915,575.988,2014,Transit,Kepler,1878.61942128,1.6305699999999998e+30,636565500.0,2,solar,K,2025-10-29 17:25:48
Kepler-849,5950.0,0.145,1.259,1.822,822.134,2016,Transit,Kepler,2681.4393690399997,2.5035214999999996e+30,1267565400.0,1,solar,G,2025-10-29 17:25:48
Kepler-92,5883.0,0.1381,1.21,1.7,477.992,2013,Transit,Kepler,1558.99958752,2.406085e+30,1182690000.0,3,solar,G,2025-10-29 17:25:48
Kepler-1339,5586.0,0.01,0.94,0.93,371.049,2016,Transit,Kepler,1210.19857644,1.86919e+30,647001000.0,1,solar,G,2025-10-29 17:25:48
Kepler-405,5818.0,-0.06,0.873,0.893,1065.08,2014,Transit,Kepler,3473.8223247999995,1.7359605e+30,621260100.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-244,5554.0,0.07,0.933,0.803,1036.49,2014,Transit,Kepler,3380.5743244,1.8552705e+30,558647100.0,3,solar,G,2025-10-29 17:25:48
Kepler-1065,5635.0,-0.01,0.94,0.93,1122.48,2016,Transit,Kepler,3661.0358687999997,1.86919e+30,647001000.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-46,5155.0,0.41,0.902,0.938,777.06,2012,Transit,Kepler,2534.4278136,1.793627e+30,652566600.0,3,solar,K,2025-10-29 17:25:48
Kepler-145,6022.0,-0.0014,1.32,1.85,566.85,2013,Transit,Kepler,1848.815286,2.6248200000000003e+30,1287045000.0,2,sub-solar,F,2025-10-29 17:25:48
Kepler-144,6075.0,-0.1848,1.154,1.235,384.917,2014,Transit,Kepler,1255.4298905199998,2.2947289999999998e+30,859189500.0000001,2,sub-solar,F,2025-10-29 17:25:48
Kepler-251,5526.0,-0.06,0.891,0.89,924.625,2014,Transit,Kepler,3015.7199149999997,1.7717535e+30,619173000.0,4,sub-solar,G,2025-10-29 17:25:48
Kepler-1658,6216.0,-0.18,1.447,2.891,788.238,2019,Transit,Kepler,2570.88553128,2.8773595e+30,2011268700.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-1292,5556.0,0.08,0.95,0.93,1493.43,2016,Transit,Kepler,4870.9115507999995,1.889075e+30,647001000.0,1,solar,G,2025-10-29 17:25:48
Kepler-196,5132.0,-0.06,0.805,0.77,451.312,2021,Transit,Kepler,1471.98116672,1.6007425e+30,535689000.0,3,sub-solar,K,2025-10-29 17:25:48
Kepler-549,5312.0,0.16,0.859,0.986,635.145,2023,Transit,Kepler,2071.5635261999996,1.7081215e+30,685960200.0,3,solar,G,2025-10-29 17:25:48
Kepler-235,4255.0,-0.51,0.581,0.554,428.018,2014,Transit,Kepler,1396.0063880799999,1.1553184999999998e+30,385417800.00000006,4,low,K,2025-10-29 17:25:48
Kepler-1906,5868.0,-0.12,0.987,0.894,1360.63,2021,Transit,Kepler,4437.7763828,1.9626495e+30,621955800.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1013,4954.0,0.04,0.81,0.76,422.246,2016,Transit,Kepler,1377.1806637599998,1.610685e+30,528732000.0,1,solar,K,2025-10-29 17:25:48
Kepler-434,5977.0,0.25,1.198,1.38,1222.54,2015,Transit,Kepler,3987.3875623999998,2.3822229999999998e+30,960065999.9999999,1,solar,G,2025-10-29 17:25:48
Kepler-1883,6208.0,-0.12,1.086,1.024,1377.61,2021,Transit,Kepler,4493.157671599999,2.159511e+30,712396800.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-1471,5660.0,-0.03,0.95,0.93,978.678,2016,Transit,Kepler,3192.0170176799998,1.889075e+30,647001000.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-313,5727.0,0.26,1.114,1.536,1079.39524871,2014,Transit,Kepler,3520.5123673825874,2.215189e+30,1068595200.0,2,solar,G,2025-10-29 17:25:48
Kepler-1442,6394.0,0.26,1.34,1.44,608.68,2016,Transit,Kepler,1985.2463407999996,2.6645900000000003e+30,1001808000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1421,6335.0,0.05,1.25,1.42,783.401,2016,Transit,Kepler,2555.10936556,2.485625e+30,987894000.0,1,solar,F,2025-10-29 17:25:48
Kepler-292,5299.0,0.04,0.865,0.826,1056.48,2014,Transit,Kepler,3445.7729087999996,1.7200524999999998e+30,574648200.0,5,solar,G,2025-10-29 17:25:48
Kepler-1660 A,6305.24,-0.36,1.1366,1.491,1188.54,2023,Eclipse Timing Variations,Kepler,3876.4945224,2.2601291000000002e+30,1037288700.0000001,1,sub-solar,F,2025-10-29 17:25:48
Kepler-692,5440.0,-0.01,0.9,0.86,991.336,2016,Transit,Kepler,3233.3018441599997,1.7896500000000001e+30,598302000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1372,5677.0,0.05,0.98,0.97,1303.22,2016,Transit,Kepler,4250.530223199999,1.94873e+30,674829000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1193,5908.0,0.12,1.08,1.21,802.116,2016,Transit,Kepler,2616.14946096,2.14758e+30,841797000.0,1,solar,G,2025-10-29 17:25:48
Kepler-84,6031.0,-0.07,1.06,1.169,1023.9,2014,Transit,Kepler,3339.5112839999997,2.10781e+30,813273300.0,5,sub-solar,F,2025-10-29 17:25:48
Kepler-205,4321.0,-0.1254,0.592,0.546,159.72,2014,Transit,Kepler,520.9363632,1.1771919999999999e+30,379852200.0,2,sub-solar,K,2025-10-29 17:25:48
Kepler-1507,5410.0,-0.03,0.89,0.85,320.478,2016,Transit,Kepler,1045.25822568,1.769765e+30,591345000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-838,5770.0,-0.06,0.98,0.96,1104.04,2016,Transit,Kepler,3600.8927023999995,1.94873e+30,667872000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-702,5419.0,0.0,0.9,0.86,992.071,2016,Transit,Kepler,3235.6990907599998,1.7896500000000001e+30,598302000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1058,4644.0,-0.06,0.73,0.69,491.997,2016,Transit,Kepler,1604.67773532,1.451605e+30,480032999.99999994,1,sub-solar,K,2025-10-29 17:25:48
Kepler-391,5038.0,0.04,1.27,2.879,869.236,2014,Transit,Kepler,2835.0653681599997,2.525395e+30,2002920300.0,2,solar,K,2025-10-29 17:25:48
Kepler-698,5612.0,-0.03,0.94,0.91,1995.57,2016,Transit,Kepler,6508.6712892,1.86919e+30,633087000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-186,3788.0,-0.28,0.478,0.472,177.594,2014,Transit,Kepler,579.2334866399999,9.50503e+29,328370400.0,5,sub-solar,M,2025-10-29 17:25:48
Kepler-339,5631.0,0.033,0.87,0.802,616.637,2014,Transit,Kepler,2011.1985737199998,1.7299949999999998e+30,557951400.0,3,solar,G,2025-10-29 17:25:48
Kepler-409,5421.0,0.05,0.913,0.897,68.173,2014,Transit,Kepler,222.35032988,1.8155005e+30,624042900.0,1,solar,G,2025-10-29 17:25:48
Kepler-273,5626.0,-0.28,0.756,0.815,713.964,2014,Transit,Kepler,2328.63642384,1.503306e+30,566995500.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-1805,3867.0,0.1,0.581,0.552,221.639,2021,Transit,Kepler,722.88889684,1.1553184999999998e+30,384026400.00000006,1,solar,M,2025-10-29 17:25:48
Kepler-636,5203.0,-0.02,0.85,0.8,310.301,2016,Transit,Kepler,1012.0653295599999,1.6902249999999998e+30,556560000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1914,5982.0,-0.04,1.047,0.96,1621.56,2021,Transit,Kepler,5288.815233599999,2.0819594999999999e+30,667872000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-370,5852.0,0.1323,0.982,0.9,1167.94,2014,Transit,Kepler,3809.3063864,1.952707e+30,626130000.0,2,solar,G,2025-10-29 17:25:48
Kepler-150,5560.0,0.12,0.956,0.939,891.092,2014,Transit,Kepler,2906.35002352,1.901006e+30,653262300.0,5,solar,G,2025-10-29 17:25:48
Kepler-224,5018.0,-0.06,0.777,0.676,782.088,2014,Transit,Kepler,2550.8269372799996,1.5450645e+30,470293200.00000006,4,sub-solar,K,2025-10-29 17:25:48
Kepler-956,6040.0,0.02,1.1,1.15,544.939,2016,Transit,Kepler,1777.3512448399997,2.18735e+30,800054999.9999999,1,solar,F,2025-10-29 17:25:48
Kepler-1052,5888.0,0.0,1.03,1.03,943.444,2016,Transit,Kepler,3077.0992126399997,2.048155e+30,716571000.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-685,5963.0,0.15,1.11,1.16,938.715,2016,Transit,Kepler,3061.6752954,2.207235e+30,807012000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1405,5925.0,0.03,1.05,1.07,1530.3,2016,Transit,Kepler,4991.165268,2.087925e+30,744399000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1699,5575.53,0.225,0.81,0.725,818.759,2020,Transit,Kepler,2670.43160404,1.610685e+30,504382500.0,1,solar,G,2025-10-29 17:25:48
Kepler-1152,3964.0,-0.25,0.55,0.53,215.233,2016,Transit,Kepler,701.99534348,1.093675e+30,368721000.0,1,sub-solar,M,2025-10-29 17:25:48
Kepler-1391,5840.0,0.04,1.03,1.1,1038.35,2016,Transit,Kepler,3386.6408259999994,2.048155e+30,765270000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-25,6354.0,0.11,1.165,1.316,243.249,2011,Transit,Kepler,793.3712084399999,2.3166025000000002e+30,915541200.0,2,solar,F,2025-10-29 17:25:48
Kepler-1813,5167.0,-0.04,0.812,0.787,623.901,2021,Transit,Kepler,2034.8905455599997,1.6146620000000002e+30,547515900.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-156,5094.0,0.2535,0.864,0.807,443.483,2014,Transit,Kepler,1446.4464134799998,1.718064e+30,561429900.0,2,solar,K,2025-10-29 17:25:48
Kepler-1315,4861.0,0.07,0.8,0.75,480.869,2016,Transit,Kepler,1568.38309564,1.5908e+30,521775000.0,2,solar,K,2025-10-29 17:25:48
Kepler-425,5170.0,0.24,0.93,0.86,646.647,2014,Transit,Kepler,2109.07798932,1.8493050000000002e+30,598302000.0,1,solar,K,2025-10-29 17:25:48
Kepler-477,5240.0,-0.04,0.87,0.79,367.0,2016,Transit,Kepler,1196.99252,1.7299949999999998e+30,549603000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-197,6004.0,-0.441,0.857,1.12,330.575,2014,Transit,Kepler,1078.190197,1.7041445e+30,779184000.0000001,4,sub-solar,F,2025-10-29 17:25:48
Kepler-275,6165.0,0.08,1.189,1.383,2034.25,2014,Transit,Kepler,6634.82843,2.3643265e+30,962153100.0,3,solar,F,2025-10-29 17:25:48
Kepler-1271,6143.0,-0.01,1.13,1.23,831.991,2016,Transit,Kepler,2713.58856596,2.2470049999999998e+30,855711000.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-790,5208.0,-0.05,0.84,0.8,703.168,2016,Transit,Kepler,2293.42462208,1.6703399999999998e+30,556560000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-395,4262.0,-0.02,0.622827,0.556,421.382,2014,Transit,Kepler,1374.36267592,1.2384914895e+30,386809200.00000006,2,sub-solar,K,2025-10-29 17:25:48
Kepler-80,4540.0,0.04,0.73,0.678,369.451,2016,Transit,Kepler,1204.98660356,1.451605e+30,471684600.00000006,6,solar,K,2025-10-29 17:25:48
Kepler-397,5307.0,-0.24,0.844,0.767,969.0,2014,Transit,Kepler,3160.4516399999998,1.678294e+30,533601900.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-967,5178.0,-0.03,0.84,0.8,568.546,2016,Transit,Kepler,1854.34689176,1.6703399999999998e+30,556560000.0,2,sub-solar,K,2025-10-29 17:25:48
Kepler-1957,4904.0,0.0,0.745,0.772,460.899,2021,Transit,Kepler,1503.2497424399999,1.4814325e+30,537080400.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-515,5293.0,0.08,0.9,0.83,255.0,2016,Transit,Kepler,831.6977999999999,1.7896500000000001e+30,577431000.0,1,solar,G,2025-10-29 17:25:48
Kepler-113,4725.0,0.05,0.75,0.69,262.351,2014,Transit,Kepler,855.6735275599999,1.491375e+30,480032999.99999994,2,solar,K,2025-10-29 17:25:48
Kepler-219,5786.0,0.36,1.164,1.491,787.07,2014,Transit,Kepler,2567.0760292,2.3146139999999998e+30,1037288700.0000001,3,solar,G,2025-10-29 17:25:48
KOI-351,6080.0,-0.12,1.2,1.2,848.254,2013,Transit,Kepler,2766.6313162399997,2.3862e+30,834840000.0,8,sub-solar,F,2025-10-29 17:25:48
Kepler-610,5943.0,0.12,1.1,1.13,845.824,2016,Transit,Kepler,2758.7057254399997,2.18735e+30,786140999.9999999,2,solar,G,2025-10-29 17:25:48
Kepler-297,5619.0,-0.11,0.927,0.915,692.14,2014,Transit,Kepler,2257.4561384,1.8433395e+30,636565500.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-1314,4188.0,-0.22,0.6,0.59,141.98685057,2016,Transit,Kepler,463.0986323450892,1.1931e+30,410463000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1053,4529.0,0.1,0.74,0.69,151.129,2016,Transit,Kepler,492.91630123999994,1.47149e+30,480032999.99999994,1,solar,K,2025-10-29 17:25:48
Kepler-33,5904.0,0.025,1.291,1.82,1209.16,2011,Transit,Kepler,3943.7478896000002,2.5671535e+30,1266174000.0,5,solar,G,2025-10-29 17:25:48
Kepler-1313,5453.0,0.0,0.92,0.85,174.234,2016,Transit,Kepler,568.27464504,1.8294200000000002e+30,591345000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1932,5278.0,0.14,0.911,0.815,713.733,2021,Transit,Kepler,2327.88300348,1.8115235e+30,566995500.0,1,solar,G,2025-10-29 17:25:48
Kepler-1791,5887.0,-0.06,0.985,1.177,602.218,2021,Transit,Kepler,1964.1701400799998,1.9586725e+30,818838900.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-340,6620.0,0.06,1.65,1.85,808.762,2014,Transit,Kepler,2637.8257887199998,3.2810249999999996e+30,1287045000.0,2,solar,F,2025-10-29 17:25:48
Kepler-1163,6302.0,0.02,1.22,1.35,478.647,2016,Transit,Kepler,1561.1359093199999,2.42597e+30,939195000.0000001,1,solar,F,2025-10-29 17:25:48
Kepler-1382,6161.0,0.3,1.36,1.72,738.261,2016,Transit,Kepler,2407.88254716,2.7043600000000004e+30,1196604000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1546,5623.0,0.01,0.95,0.93,931.956,2016,Transit,Kepler,3039.63041136,1.889075e+30,647001000.0,1,solar,G,2025-10-29 17:25:48
Kepler-123,6089.0,-0.08,1.079,1.264,1021.66,2014,Transit,Kepler,3332.2053895999998,2.1455915e+30,879364800.0,2,sub-solar,F,2025-10-29 17:25:48
Kepler-1890,6046.0,-0.16,1.024,1.396,529.596,2021,Transit,Kepler,1727.30912976,2.036224e+30,971197199.9999999,1,sub-solar,F,2025-10-29 17:25:48
Kepler-1288,6132.0,0.14,1.2,1.29,814.078,2016,Transit,Kepler,2655.1642416799996,2.3862e+30,897453000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1030,4983.0,-0.01,0.8,0.76,758.702,2016,Transit,Kepler,2474.5520951199996,1.5908e+30,528732000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-112,5544.0,-0.5221,0.782,0.841,513.206,2014,Transit,Kepler,1673.8521613599999,1.555007e+30,585083700.0,2,low,G,2025-10-29 17:25:48
Kepler-581,5772.0,0.03,1.0,1.0,703.758,2016,Transit,Kepler,2295.34894248,1.9885e+30,695700000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1261,5006.0,0.03,0.82,0.77,744.294,2016,Transit,Kepler,2427.5595386399996,1.6305699999999998e+30,535689000.0,1,solar,K,2025-10-29 17:25:48
Kepler-1077,5816.0,0.03,1.02,1.02,1101.42,2016,Transit,Kepler,3592.3474152,2.02827e+30,709614000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1451,5782.0,0.01,1.0,0.99,1058.72,2016,Transit,Kepler,3453.0788032,1.9885e+30,688743000.0,1,solar,G,2025-10-29 17:25:48
Kepler-190,5106.0,0.06,0.834,0.795,433.387,2014,Transit,Kepler,1413.5177037199999,1.658409e+30,553081500.0,2,solar,K,2025-10-29 17:25:48
Kepler-1431,5806.0,0.07,1.03,1.03,1623.24,2016,Transit,Kepler,5294.2946544,2.048155e+30,716571000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1132,5298.0,-0.01,0.87,0.83,867.931,2016,Transit,Kepler,2830.80903236,1.7299949999999998e+30,577431000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-216,6091.0,-0.1489,1.126,1.26,1187.47,2014,Transit,Kepler,3873.0046531999997,2.239051e+30,876582000.0,2,sub-solar,F,2025-10-29 17:25:48
Kepler-413,4700.0,-0.2,0.82,0.7761,847.536,2014,Transit,Kepler,2764.2895161599995,1.6305699999999998e+30,539932770.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-925,4673.0,0.12,0.77,0.72,611.115,2016,Transit,Kepler,1993.1882394,1.531145e+30,500904000.0,1,solar,K,2025-10-29 17:25:48
Kepler-1804,5109.0,0.1,0.929,1.671,434.456,2021,Transit,Kepler,1417.00431136,1.8473165e+30,1162514700.0,1,solar,K,2025-10-29 17:25:48
Kepler-1631,5679.0,0.04,0.97,0.95,1305.99,2016,Transit,Kepler,4259.5647444,1.928845e+30,660915000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1893,5633.0,0.16,0.973,1.162,1050.72,2021,Transit,Kepler,3426.9863232,1.9348104999999998e+30,808403400.0,1,solar,G,2025-10-29 17:25:48
Kepler-267,4258.0,-0.18,0.541571,0.555,264.993,2014,Transit,Kepler,864.29056908,1.0769139335e+30,386113500.00000006,3,sub-solar,K,2025-10-29 17:25:48
Kepler-1139,5550.0,0.05,0.94,0.91,495.156,2016,Transit,Kepler,1614.98100336,1.86919e+30,633087000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1704,5746.0,0.196,1.132,1.697,835.455,2013,Transit,Kepler,2724.8866098,2.2509819999999997e+30,1180602900.0,1,solar,G,2025-10-29 17:25:48
Kepler-204,5812.0,0.07,1.038,1.238,686.723,2014,Transit,Kepler,2239.7882678799997,2.064063e+30,861276600.0,2,solar,G,2025-10-29 17:25:48
Kepler-231,3767.0,-0.1,0.58,0.49,316.618,2014,Transit,Kepler,1032.66860408,1.15333e+30,340893000.0,2,sub-solar,M,2025-10-29 17:25:48
